Read ID,Read Length,Read Qscore,Structure Label,QC Bucket,QC Flags,Is Reversed,Order Valid,5p Offset,3p Offset,N Fraction,Invalid Base Fraction,Anchor Count
250FC00716011_16_2061_9384_286479719_10432_1_14.72_1 strand=+,625,14.70,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2096_10879_286486001_7715_0_17.11_1 strand=-,449,17.02,full_structure,pass,,False,True,0.0000,0.0490,0.0000,0.0000,2
250FC00716011_16_2122_11808_286482153_8253_0_14.55_1 strand=+,499,14.64,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2124_10169_286466822_27834_0_14.37_1 strand=+,2044,14.33,full_structure,pass,,False,True,0.0000,0.0103,0.0000,0.0000,2
250FC00716011_16_2131_11448_286484094_9941_0_18.46_1 strand=-,624,18.62,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2869,0.0000,0.0000,3
250FC00716011_16_2144_8610_286482843_9386_2_12.37_1 strand=+,335,12.56,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2164_9263_286476753_17233_1_15.56_1 strand=-,1085,15.36,full_structure,pass,,False,True,0.0000,0.0184,0.0000,0.0000,2
250FC00716011_16_2185_8074_286481746_8360_1_13.65_1 strand=+,528,13.70,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2264_11453_286475304_18961_0_17.07_1 strand=+,1251,16.72,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2274_11787_286474889_16247_3_15.32_1 strand=-,736,15.33,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0285,0.0000,0.0000,1
250FC00716011_16_2283_11825_286480928_11021_0_13.51_1 strand=-,546,14.76,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0385,0.0000,0.0000,1
250FC00716011_16_2076_8695_286494436_5361_1_13.55_1 strand=-,238,12.79,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0924,0.0000,0.0000,2
250FC00716011_16_2077_9674_286485176_11684_1_13.48_1 strand=+,739,13.24,full_structure,pass,,False,True,0.0000,0.0298,0.0000,0.0000,2
250FC00716011_16_2081_11252_286479993_17209_0_15.34_1 strand=-,989,15.22,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0404,0.0000,0.0000,3
250FC00716011_16_2086_12399_286488332_7254_0_16.97_1 strand=+,412,17.28,full_structure,pass,,False,True,0.0000,0.0510,0.0000,0.0000,2
250FC00716011_16_2088_11692_286482337_13663_2_15.89_1 strand=+,632,15.66,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2108_12321_286484679_13282_0_14.67_1 strand=-,892,14.72,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated;dense_anchor_hits,False,False,0.0000,0.8184,0.0000,0.0000,5
250FC00716011_16_2119_9174_286486173_9401_1_13.19_1 strand=-,646,13.26,full_structure,pass,,False,True,0.0000,0.0341,0.0000,0.0000,2
250FC00716011_16_2132_9498_286482210_16967_0_13.23_1 strand=-,1027,13.44,full_structure,pass,,False,True,0.0000,0.0204,0.0000,0.0000,2
250FC00716011_16_2213_7348_286480851_16306_0_14.60_1 strand=-,1029,14.53,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0214,0.0000,0.0000,1
250FC00716011_16_2218_10207_286486717_9915_0_7.14_1 strand=+,639,7.13,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0360,0.0000,0.0000,1
250FC00716011_16_2222_9098_286462578_35672_1_15.06_1 strand=+,877,15.10,full_structure,pass,,False,True,0.0000,0.0468,0.0000,0.0000,2
250FC00716011_16_2240_8098_286483084_12135_1_18.11_1 strand=+,840,18.08,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0119,0.0000,0.0000,1
250FC00716011_16_2292_11293_286491059_6559_1_10.06_1 strand=+,272,10.32,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0368,0.0000,0.0000,1
250FC00716011_16_2069_9391_286480760_19261_1_17.18_1 strand=-,1338,17.26,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0433,0.0000,0.0000,3
250FC00716011_16_2077_9675_286496960_7358_1_15.06_1 strand=-,376,15.62,full_structure,pass,,False,True,0.0000,0.0559,0.0000,0.0000,2
250FC00716011_16_2091_9777_286488929_11476_0_13.90_1 strand=-,631,13.82,full_structure,pass,,False,True,0.0000,0.0333,0.0000,0.0000,2
250FC00716011_16_2102_8716_286490030_10872_3_11.48_1 strand=-,740,11.23,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0622,0.0000,0.0000,1
250FC00716011_16_2106_7774_286468386_32384_0_15.24_1 strand=+,2132,15.32,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.9367,0.0000,0.0000,1
250FC00716011_16_2136_10979_286492919_8715_1_15.28_1 strand=+,536,15.05,full_structure,pass,,False,True,0.0000,0.0205,0.0000,0.0000,2
250FC00716011_16_2142_12656_286492332_7746_0_16.82_1 strand=-,518,16.98,full_structure,pass,,False,True,0.0000,0.0405,0.0000,0.0000,2
250FC00716011_16_2150_8560_286487937_12069_0_12.46_1 strand=+,917,12.53,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0120,0.0000,0.0000,2
250FC00716011_16_2153_8926_286482541_19905_0_15.74_1 strand=-,1417,15.98,full_structure,pass,,False,True,0.0000,0.0148,0.0000,0.0000,2
250FC00716011_16_2169_13181_286486150_17311_0_11.97_1 strand=-,706,11.99,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0297,0.0000,0.0000,2
250FC00716011_16_2233_10266_286489874_13479_0_14.85_1 strand=+,804,14.71,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0149,0.0000,0.0000,1
250FC00716011_16_2274_11788_286493809_8034_3_12.91_1 strand=-,547,12.81,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0384,0.0000,0.0000,2
250FC00716011_16_2278_14027_286480422_24062_0_13.11_1 strand=+,1589,13.10,no_anchor_detected,no_anchor,no_anchor,False,False,,,0.0000,0.0000,0
250FC00716011_16_2291_11609_286470598_32010_0_16.81_1 strand=-,745,15.70,full_structure,pass,,False,True,0.0000,0.0282,0.0000,0.0000,2
250FC00716011_16_2291_11609_286470598_32010_0_16.81_2 strand=-,1666,17.61,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.1248,0.0000,0.0000,3
250FC00716011_16_2088_11693_286497209_9807_2_17.46_1 strand=+,451,18.20,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.7118,0.0000,0.0000,3
250FC00716011_16_2108_12322_286498729_8837_0_16.57_1 strand=+,529,16.69,full_structure,pass,,False,True,0.0000,0.0416,0.0000,0.0000,2
250FC00716011_16_2144_8611_286494223_11374_2_15.47_1 strand=+,661,15.50,full_structure,pass,,False,True,0.0000,0.0318,0.0000,0.0000,2
250FC00716011_16_2190_13586_286488254_17907_0_13.39_1 strand=-,1221,13.49,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0352,0.0000,0.0000,3
250FC00716011_16_2233_10267_286503506_5491_0_13.43_1 strand=+,248,13.72,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2256_12871_286487387_20999_0_13.87_1 strand=-,1549,13.79,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0148,0.0000,0.0000,1
250FC00716011_16_2276_13274_286497842_10295_0_15.03_1 strand=-,717,14.37,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2069_9392_286502304_8825_1_18.86_1 strand=+,558,18.82,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2081_11253_286500646_11318_0_14.87_1 strand=-,627,14.61,full_structure,pass,,False,True,0.0000,0.0351,0.0000,0.0000,2
250FC00716011_16_2086_12400_286503639_10504_0_18.80_1 strand=-,589,18.65,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0781,0.0000,0.0000,3
250FC00716011_16_2096_10880_286498506_13004_0_13.10_1 strand=-,753,13.54,full_structure,pass,,False,True,0.0000,0.0279,0.0000,0.0000,2
250FC00716011_16_2106_7775_286501487_11151_0_14.84_1 strand=+,742,14.70,full_structure,pass,,False,True,0.0000,0.0283,0.0000,0.0000,2
250FC00716011_16_2213_7349_286497903_16206_0_15.51_1 strand=+,1016,15.59,full_structure,pass,,False,True,0.0000,0.0207,0.0000,0.0000,2
250FC00716011_16_2218_10208_286498974_11578_0_8.23_1 strand=+,680,8.13,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0279,0.0000,0.0000,2
250FC00716011_16_2220_13653_286489767_23853_0_15.45_1 strand=+,1774,15.54,full_structure,pass,,False,True,0.0000,0.0118,0.0000,0.0000,2
250FC00716011_16_2291_11610_286503053_8606_0_13.16_1 strand=-,699,12.88,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0286,0.0000,0.0000,2
250FC00716011_16_2077_9676_286505077_11400_1_15.91_1 strand=+,586,15.94,full_structure,pass,,False,True,0.0000,0.0358,0.0000,0.0000,2
250FC00716011_16_2091_9778_286505117_14568_0_15.77_1 strand=+,853,16.34,full_structure,pass,,False,True,0.0000,0.0234,0.0000,0.0000,2
250FC00716011_16_2122_11811_286510289_7536_0_14.89_1 strand=+,482,14.96,full_structure,pass,,False,True,0.0000,0.0249,0.0000,0.0000,2
250FC00716011_16_2125_10200_286490483_26991_0_16.98_1 strand=+,1505,17.15,full_structure,pass,,False,True,0.0000,0.0140,0.0000,0.0000,2
250FC00716011_16_2131_11449_286494623_21795_0_16.10_1 strand=-,1489,16.08,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.5520,0.0000,0.0000,2
250FC00716011_16_2133_13937_286509756_8623_1_14.98_1 strand=+,592,15.08,full_structure,pass,,False,True,0.0000,0.0355,0.0000,0.0000,2
250FC00716011_16_2135_10128_286486609_31131_0_15.49_1 strand=-,1101,15.50,full_structure,pass,,False,True,0.0000,0.0191,0.0000,0.0000,2
250FC00716011_16_2135_10128_286486609_31131_0_15.49_2 strand=+,1092,15.45,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0073,0.0000,0.0000,1
250FC00716011_16_2136_10980_286506933_10585_1_13.10_1 strand=+,669,13.02,full_structure,pass,,False,True,0.0000,0.0164,0.0000,0.0000,2
250FC00716011_16_2150_8561_286502538_14247_0_15.26_1 strand=+,898,15.41,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0735,0.0000,0.0000,3
250FC00716011_16_2153_8927_286503048_16065_0_16.43_1 strand=-,1051,16.53,full_structure,pass,,False,True,0.0000,0.0200,0.0000,0.0000,2
250FC00716011_16_2185_8075_286497612_20516_1_14.87_1 strand=+,1448,14.92,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0145,0.0000,0.0000,1
250FC00716011_16_2190_13587_286506813_9925_0_10.55_1 strand=-,598,10.55,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0351,0.0000,0.0000,2
250FC00716011_16_2256_12872_286511904_8018_0_14.21_1 strand=+,608,14.15,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2274_11789_286503344_15091_3_20.21_1 strand=+,1120,19.95,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated;dense_anchor_hits,False,False,0.0000,0.6991,0.0000,0.0000,5
250FC00716011_16_2075_9961_286509258_11534_1_12.83_1 strand=+,639,12.75,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated;dense_anchor_hits,False,False,0.0000,0.6901,0.0000,0.0000,5
250FC00716011_16_2076_8696_286509476_9500_1_15.61_1 strand=+,569,15.72,full_structure,pass,,False,True,0.0000,0.0105,0.0000,0.0000,2
250FC00716011_16_2088_11695_286510389_12506_2_15.52_1 strand=-,653,15.20,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2092_9768_286510011_14928_0_13.04_1 strand=-,1035,12.97,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0203,0.0000,0.0000,1
250FC00716011_16_2119_9175_286504753_19616_1_16.81_1 strand=-,1195,16.76,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.1623,0.0000,0.0000,3
250FC00716011_16_2175_10773_286511258_13111_0_14.27_1 strand=-,794,14.38,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0264,0.0000,0.0000,1
250FC00716011_16_2233_10268_286510649_10597_0_15.69_1 strand=-,662,15.23,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0544,0.0000,0.0000,3
250FC00716011_16_2278_14028_286507039_13122_0_16.11_1 strand=+,891,16.19,full_structure,three_prime_truncated,three_prime_truncated,False,True,0.0000,0.8563,0.0000,0.0000,2
250FC00716011_16_2291_11611_286512134_10979_0_12.87_1 strand=+,674,13.00,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0178,0.0000,0.0000,2
250FC00716011_16_2069_9393_286512404_16062_1_16.44_1 strand=+,1015,16.48,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2096_10881_286511597_14036_0_15.23_2 strand=+,525,16.15,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2131_11450_286516666_9335_0_14.86_1 strand=-,608,15.33,full_structure,pass,,False,True,0.0000,0.0345,0.0000,0.0000,2
250FC00716011_16_2132_9501_286517963_8823_0_13.89_1 strand=+,532,13.98,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0414,0.0000,0.0000,2
250FC00716011_16_2144_8612_286506601_20756_2_13.51_1 strand=-,1432,13.57,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,,0.9260,0.0000,0.0000,4
250FC00716011_16_2169_13183_286515976_13159_0_16.64_1 strand=-,850,15.94,full_structure,pass,,False,True,0.0000,0.0235,0.0000,0.0000,2
250FC00716011_16_2179_10608_286513916_14392_0_18.05_1 strand=+,1039,17.33,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.7026,0.0000,0.0000,1
250FC00716011_16_2188_15843_286509512_18551_0_11.53_1 strand=+,1232,11.48,missing_5p_anchor,low_read_q,low_read_q;missing_5p;three_prime_truncated,False,False,,0.3320,0.0000,0.0000,1
250FC00716011_16_2213_7350_286518342_9936_0_19.73_1 strand=-,697,19.82,missing_5p_anchor,missing_5p,missing_5p;three_prime_truncated,True,False,,0.5165,0.0000,0.0000,1
250FC00716011_16_2218_10209_286510784_15240_0_8.94_1 strand=+,989,8.90,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated,False,False,0.0000,0.5420,0.0000,0.0000,3
250FC00716011_16_2240_8100_286501353_28048_1_15.21_1 strand=-,573,21.92,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0942,0.0000,0.0000,4
250FC00716011_16_2240_8100_286501353_28048_1_15.21_2 strand=-,1379,14.03,full_structure,pass,,False,True,0.0000,0.0160,0.0000,0.0000,2
250FC00716011_16_2274_11790_286520248_6523_3_13.67_1 strand=-,323,13.80,full_structure,pass,,False,True,0.0000,0.0619,0.0000,0.0000,2
250FC00716011_16_2061_9386_286509114_22363_1_18.52_1 strand=+,1047,18.47,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2999,0.0000,0.0000,3
250FC00716011_16_2077_9677_286516715_16157_1_18.60_1 strand=+,1152,18.56,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0043,0.0000,0.0000,1
250FC00716011_16_2091_9779_286519932_13169_0_14.68_1 strand=-,732,14.82,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0287,0.0000,0.0000,1
250FC00716011_16_2102_8719_286523592_6652_3_16.74_1 strand=+,456,16.20,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0548,0.0000,0.0000,2
250FC00716011_16_2122_11812_286518723_12210_0_15.07_1 strand=+,892,14.25,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0000,0.0000,0.0000,1
250FC00716011_16_2127_5463_286524728_7666_0_15.21_1 strand=+,368,15.33,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2129_12122_286524460_7425_2_18.65_1 strand=+,446,18.80,full_structure,pass,,False,True,0.0000,0.0202,0.0000,0.0000,2
250FC00716011_16_2141_5894_286526166_8669_0_15.75_1 strand=+,441,15.55,full_structure,pass,,False,True,0.0000,0.0544,0.0000,0.0000,2
250FC00716011_16_2147_11529_286523931_7675_0_15.42_1 strand=+,538,15.06,full_structure,pass,,False,True,0.0000,0.0223,0.0000,0.0000,2
250FC00716011_16_2150_8562_286519244_11377_0_18.28_1 strand=-,700,17.97,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0700,0.0000,0.0000,3
250FC00716011_16_2185_8076_286518544_14436_1_15.20_1 strand=-,1002,15.54,full_structure,pass,,False,True,0.0000,0.0210,0.0000,0.0000,2
250FC00716011_16_2220_13654_286513725_16944_0_15.54_1 strand=-,710,15.16,full_structure,pass,,False,True,0.0000,0.0296,0.0000,0.0000,2
250FC00716011_16_2220_13654_286513725_16944_0_15.54_2 strand=+,532,16.42,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0395,0.0000,0.0000,1
250FC00716011_16_2222_9100_286510173_22425_1_16.03_1 strand=-,1441,15.93,full_structure,pass,,False,True,0.0000,0.0146,0.0000,0.0000,2
250FC00716011_16_2254_9382_286525308_8940_3_14.29_1 strand=+,588,15.06,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2264_11455_286517409_16455_0_19.18_1 strand=+,1020,18.31,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0206,0.0000,0.0000,1
250FC00716011_16_2278_14029_286522442_9284_0_16.63_1 strand=+,531,16.47,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0207,0.0000,0.0000,1
250FC00716011_16_2050_9339_286524840_11959_1_17.20_1 strand=+,815,17.27,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0184,0.0000,0.0000,3
250FC00716011_16_2088_11696_286525053_13858_2_18.69_1 strand=+,646,19.05,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.6440,0.0000,0.0000,4
250FC00716011_16_2092_9769_286525010_13614_0_14.59_1 strand=+,1033,14.55,full_structure,pass,,False,True,0.0000,0.0174,0.0000,0.0000,2
250FC00716011_16_2124_10171_286524370_13894_0_18.62_1 strand=+,781,18.61,full_structure,pass,,False,True,0.0000,0.0141,0.0000,0.0000,2
250FC00716011_16_2125_10201_286518438_20989_0_19.32_1 strand=-,731,19.30,full_structure,pass,,False,True,0.0000,0.0424,0.0000,0.0000,2
250FC00716011_16_2131_11451_286528149_8967_0_15.78_1 strand=-,537,15.62,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0391,0.0000,0.0000,1
250FC00716011_16_2133_13938_286519557_19223_1_12.22_1 strand=-,1336,12.20,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0150,0.0000,0.0000,2
250FC00716011_16_2135_10129_286523484_12475_0_12.79_1 strand=-,851,12.99,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0247,0.0000,0.0000,1
250FC00716011_16_2136_10981_286524480_13710_1_15.09_1 strand=+,843,14.95,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0249,0.0000,0.0000,1
250FC00716011_16_2164_9265_286526663_10306_1_19.77_1 strand=-,601,20.04,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.2712,0.0000,0.0000,3
250FC00716011_16_2175_10774_286525571_12449_0_16.09_1 strand=+,688,16.32,full_structure,pass,,False,True,0.0000,0.0291,0.0000,0.0000,2
250FC00716011_16_2283_11826_286492199_44699_0_15.55_1 strand=-,3363,15.55,full_structure,pass,,False,True,0.0000,0.0062,0.0000,0.0000,2
250FC00716011_16_2291_11612_286523848_12401_0_17.34_1 strand=+,882,17.39,full_structure,pass,,False,True,0.0000,0.0193,0.0000,0.0000,2
250FC00716011_16_2292_11295_286523610_12211_1_19.26_1 strand=-,527,20.58,full_structure,pass,,False,True,0.0000,0.0398,0.0000,0.0000,2
250FC00716011_16_2069_9394_286537164_5060_1_11.64_1 strand=+,291,11.88,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated,False,False,0.0000,0.2131,0.0000,0.0000,3
250FC00716011_16_2081_11254_286519257_21822_0_18.13_1 strand=+,1597,18.16,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.8854,0.0000,0.0000,3
250FC00716011_16_2086_12402_286530833_12459_0_12.85_1 strand=-,860,12.95,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0244,0.0000,0.0000,2
250FC00716011_16_2096_10882_286526512_14463_0_18.27_1 strand=-,768,17.40,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0286,0.0000,0.0000,1
250FC00716011_16_2106_7776_286513153_30187_0_16.16_2 strand=-,1388,16.12,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.5612,0.0000,0.0000,4
250FC00716011_16_2143_9049_286524315_17586_0_13.05_1 strand=-,1140,12.91,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0184,0.0000,0.0000,2
250FC00716011_16_2153_8928_286527271_13252_0_15.82_1 strand=-,869,15.59,full_structure,pass,,False,True,0.0000,0.0242,0.0000,0.0000,2
250FC00716011_16_2154_10572_286508762_31897_0_14.44_1 strand=+,2299,14.45,full_structure,pass,,False,True,0.0000,0.0091,0.0000,0.0000,2
250FC00716011_16_2210_10358_286524442_17740_3_15.08_1 strand=+,1149,15.25,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0200,0.0000,0.0000,1
250FC00716011_16_2218_10210_286526668_18130_0_9.43_1 strand=-,1309,9.31,internal_3p_anchor,low_read_q,low_read_q;internal_adapter,False,False,,0.1406,0.0000,0.0000,2
250FC00716011_16_2222_9101_286533584_7372_1_10.09_1 strand=-,508,10.27,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0413,0.0000,0.0000,1
250FC00716011_16_2239_9388_286531488_10403_0_12.47_1 strand=+,755,12.44,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0132,0.0000,0.0000,2
250FC00716011_16_2240_8101_286530377_11600_1_16.45_1 strand=-,804,17.53,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.5423,0.0000,0.0000,4
250FC00716011_16_2250_10935_286526466_14758_0_15.36_1 strand=-,565,15.05,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2276_13276_286535409_7856_0_14.22_1 strand=-,533,14.68,full_structure,pass,,False,True,0.0000,0.0394,0.0000,0.0000,2
250FC00716011_16_2060_11624_286529727_15370_0_19.50_1 strand=+,943,19.44,internal_3p_anchor,internal_adapter,internal_adapter;three_prime_truncated,False,False,0.0000,0.3977,0.0000,0.0000,3
250FC00716011_16_2061_9387_286532319_13893_1_15.84_1 strand=-,989,15.93,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0435,0.0000,0.0000,3
250FC00716011_16_2075_9963_286530198_17278_1_17.27_1 strand=-,995,17.42,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0412,0.0000,0.0000,2
250FC00716011_16_2091_9780_286539145_7076_0_14.70_1 strand=-,582,14.74,full_structure,pass,,False,True,0.0000,0.0361,0.0000,0.0000,2
250FC00716011_16_2102_8720_286537734_8987_3_15.78_1 strand=+,616,15.97,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.1039,0.0000,0.0000,3
250FC00716011_16_2122_11813_286532478_13045_0_13.45_1 strand=-,800,13.66,full_structure,pass,,False,True,0.0000,0.0262,0.0000,0.0000,2
250FC00716011_16_2125_10202_286541513_7875_0_8.46_1 strand=-,654,8.68,missing_5p_anchor,low_read_q,low_read_q;missing_5p,False,False,,0.0321,0.0000,0.0000,1
250FC00716011_16_2131_11452_286540140_9397_0_14.09_1 strand=+,519,13.90,internal_3p_anchor,internal_adapter,internal_adapter,False,False,0.0000,0.0636,0.0000,0.0000,3
250FC00716011_16_2142_12658_286523448_24102_0_15.17_1 strand=+,1742,15.19,full_structure,pass,,False,True,0.0000,0.0052,0.0000,0.0000,2
250FC00716011_16_2144_8614_286532516_14343_2_15.68_1 strand=+,795,15.77,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2150_8563_286531251_15285_0_15.80_1 strand=+,766,16.51,full_structure,pass,,False,True,0.0000,0.0274,0.0000,0.0000,2
250FC00716011_16_2164_9266_286537932_10779_1_14.49_1 strand=+,602,14.40,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2213_7352_286538385_8342_0_13.12_1 strand=-,372,13.08,full_structure,pass,,False,True,0.0000,0.0565,0.0000,0.0000,2
250FC00716011_16_2220_13655_286533640_11632_0_15.29_1 strand=+,770,15.62,missing_3p_anchor,missing_3p,missing_3p,False,False,0.0000,,0.0000,0.0000,1
250FC00716011_16_2253_14451_286532020_13457_0_11.00_1 strand=+,967,10.90,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0228,0.0000,0.0000,2
250FC00716011_16_2254_9383_286535668_10276_3_15.62_1 strand=-,288,15.63,full_structure,pass,,False,True,0.0000,0.0000,0.0000,0.0000,2
250FC00716011_16_2256_12873_286520031_28080_0_12.78_1 strand=-,1608,12.90,internal_3p_anchor,low_read_q,low_read_q;internal_adapter;three_prime_truncated,False,False,,0.9353,0.0000,0.0000,3
250FC00716011_16_2274_11791_286527943_19838_3_18.20_1 strand=+,1190,18.58,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0176,0.0000,0.0000,1
250FC00716011_16_2278_14030_286534799_12040_0_15.09_1 strand=+,798,15.19,full_structure,pass,,False,True,0.0000,0.0263,0.0000,0.0000,2
250FC00716011_16_2283_11827_286542106_6658_0_13.71_1 strand=+,401,14.47,full_structure,pass,,False,True,0.0000,0.0524,0.0000,0.0000,2
250FC00716011_16_2291_11613_286538403_11197_0_15.76_1 strand=+,731,15.74,full_structure,pass,,False,True,0.0000,0.0287,0.0000,0.0000,2
250FC00716011_16_2061_9388_286546282_7041_1_11.27_1 strand=-,419,11.76,full_structure,low_read_q,low_read_q,False,True,0.0000,0.0501,0.0000,0.0000,2
250FC00716011_16_2088_11697_286540045_13909_2_15.92_1 strand=+,904,16.40,missing_5p_anchor,missing_5p,missing_5p,False,False,,0.0232,0.0000,0.0000,1
250FC00716011_16_2096_10883_286542738_8491_0_14.01_1 strand=-,478,14.19,internal_3p_anchor,internal_adapter,internal_adapter,False,False,,0.0795,0.0000,0.0000,2
250FC00716011_16_2119_9176_286531388_19584_1_14.18_1 strand=+,1387,14.09,full_structure,pass,,False,True,0.0000,0.0079,0.0000,0.0000,2
250FC00716011_16_2135_10130_286537891_12592_0_13.10_1 strand=-,811,13.79,full_structure,pass,,False,True,0.0000,0.0259,0.0000,0.0000,2
